,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,url,viewer,new_title,hashtag,countTweet,countAccountReview,countHashReview,ratingNoTweet_q,ratingHashReview_q,ratingLike_q,ratingView_q,ratingAdd2Fav_q,ratingWebsite,finalRating1,finalRating1_w,finalRating2,finalRating2_w,finalRating3,finalRating3_w
442,Matomaoto,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,17.0,ที่เขาเมฆาพายัพยังมีเซียนน้อยผู้หนึ่งประทับสถิต เร้นกายมาเนิ่นนานไม่มีผู้ใดรับรู้ทว่ายามเมื่อชะตาลงล,22.0,จบ,18.0,https://cdn.readawrite.com/articles/1229/1228817/thumbnail/small.gif,6.0,"Boy Love/Yaoi,Girl Love/Yuri,นิยายแฟนตาซี,Coming-of-age,ดราม่า,กำลังภายใน,นิยายโรแมนติก,ต่อสู้,สืบสวน,ปริศนา,ผจญภัย,Slow-burning,นิยายจีนโบราณ",เซียนแดง,https://www.readawrite.com/a/czsn42,1443,,,,,,0.0,0.0,3.75,4.0,3.75,3.8,2.3,2.4,2.9,3.0,3.8,3.8
443,ขะ-หนม,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1.0,เรื่องหนูๆ,0.0,จบ,1.0,https://cdn.readawrite.com/articles/1233/1232556/thumbnail/small.gif,1.0,"หนูทดลอง,หนูจะไม่ทน",หนูทดลอง,https://www.readawrite.com/a/czsq5v,37,,,,,,0.0,0.0,1.25,1.0,1.25,1.2,1.0,1.0,1.0,1.0,1.2,1.2
444,นิกายรักสาวดุ้น,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0.0,ในยุคปัจจุบันที่เทคโนโลยีก้าวหน้าไปไกลกลับหยุดลงเพราะเหตุไม่คาดฝันเมื่อมีนักวิทยาศาสตร์ได้ทำการทดลอง,1.0,จบ,1.0,https://cdn.readawrite.com/articles/1237/1236351/thumbnail/small.gif,0.0,"นิยายแฟนตาซี,พลังวิเศษ,เลี้ยงเด็ก,พระเอกไม่เก่งมาก,สัตว์ประหลาด",BAD WORLD โลกที่โหดร้าย,https://www.readawrite.com/a/czst9b,254,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
445,ᴄᴇʀɪʏ.ᴇxᴇ,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,2.0,นิยายเรื่องนี้แต่งขึ้นมาเล่นๆ น่ะครับ ผิดพลาดประการใดก็ติเตือนได้ครับ,1.0,จบ,2.0,https://cdn.readawrite.com/articles/1262/1261322/thumbnail/small.gif,2.0,"นิยายแฟนตาซี,ความรัก,ต่างโลก,สงครามโลก,เวทมนตร์",ᴛʜᴇ ᴡᴀʀ ɪɴ ᴛʜᴇ ᴡᴏʀʟᴅ,https://www.readawrite.com/a/cztemr,41,,,,,,0.0,0.0,2.5,1.0,1.25,1.6,1.0,1.0,1.2,1.2,1.6,1.5
446,Serisaki,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,ข้าใช้ชีวิตเป็นเทพอยู่ดีๆ โดนกลั่นแกล้งจนซวยกลายเป็นมนุษย์ และเป็นมนุษย์ต้องสาปที่จะโชคร้ายถึงตายไปต,3.0,จบ,23.0,https://cdn.readawrite.com/articles/1303/1302464/thumbnail/small.gif,1.0,"นิยายแฟนตาซี,ผจญภัย,ปีศาจ,เทพเจ้า,คำสาป,ตลก,จิ้น",Goodbye my luck โชคจ๋าลาก่อน ข้าจะซวยตลอดชาติ,https://www.readawrite.com/a/czud89,263,,,,,,0.0,0.0,1.25,3.0,2.5,2.2,1.4,1.5,1.7,1.8,2.2,2.3
447,Kwang_zen,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,8,""" ฮอกวอร์ดไม่ปลอดภัยอีกต่อไป """,26.0,จบ,1.0,https://cdn.readawrite.com/articles/1309/1308159/thumbnail/small.gif,5.0,"IZONE,KangHyewon,kangkkura,Miyawakisakura,คังกุระ,เก้าสา","Your soul, I beg",https://www.readawrite.com/a/czuhuy,264,,,,,,0.0,0.0,3.75,3.0,3.75,3.5,2.1,2.2,2.6,2.7,3.5,3.5
448,blue_blood,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,15,สาระ : รับทำนายดวงชะตาผ่านสีมงคลครับ รับรองชีวิตคุณจะพบแต่ความสุขความเจริญ ผู้คนที่ถูกเลือก : สาธุ--,28.0,จบ,4.0,https://cdn.readawrite.com/articles/1288/1287578/thumbnail/small.gif,7.0,"Boy Love/Yaoi,นิยายวาย,ตลก,นิยายแฟนตาซี,ทะลุมิติ,ต่างโลก,คอมเมดี้",How to คู่มือสีมงคลเสริมดวงชะตารัก,https://www.readawrite.com/a/czu12x,850,,,,,,0.0,0.0,3.75,4.0,3.75,3.8,2.3,2.4,2.9,3.0,3.8,3.8
449,RaKugaki,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,2,จากเด็กคนหนึ่งสู่ผู้พิทักษ์สันติราษฎร์ หลังพบเจอโศกนาฏกรรมมาตลอดช่วงวัยเด็ก เธอเลือกจะลุกขึ้นสู้แทนท,2.0,จบ,19.0,https://cdn.readawrite.com/articles/1291/1290969/thumbnail/small.gif,2.0,"dark fantasy,นิยายแฟนตาซี,ฆาตกรรม,แอ็คชั่น,สืบสวน,ร้านกาแฟ,เลือดสาด,ความรุนแรง,กินคน,อมนุษย์เดนตาย,ดราม่า,ฺBlood&gore,use of drugs,strong language,Intense Violence,Sexual Content,ลึกลับ,สัตว์ประหลาด,สงคราม",Schicksal (อ)มนุษย์เดนตาย,https://www.readawrite.com/a/czu3tt,370,,,,,,0.0,0.0,2.5,3.0,1.25,2.2,1.4,1.4,1.7,1.8,2.2,2.3
450,Tofuu,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,6,เขาเป็นผู้ชายที่ฉันตกหลุมรักโดยไม่ได้ตั้งตัวถึงเเม้ว่าเขาจะเย็นชาเเต่ลึกๆเเล้วเขาก็อ่อนโยนเเม้จะไม่ใ,20.0,จบ,6.0,https://cdn.readawrite.com/articles/1344/1343831/thumbnail/small.gif,6.0,"แอบรัก,เจ้าชาย,เจ้าหญิง,ท่านหญิง,ตัวประกอบ,นางเอกไม่เก่ง,สโลว์ไลฟ์,พระเอกเย็นชา,นิยายรักดราม่า",เเด่คุณที่ฉันรัก,https://www.readawrite.com/a/czvc06,653,,,,,,0.0,0.0,3.75,4.0,3.75,3.8,2.3,2.4,2.9,3.0,3.8,3.8
451,trib,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,เอ่อเว้ย! นี่แหละวันเดอร์แลนด์ของฉัน!: นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0.0,จบ,1.0,https://cdn.readawrite.com/articles/1359/1358201/thumbnail/small.gif,0.0,"สัพเพเหระ,ผจญภัย",เอ่อเว้ย! นี่แหละวันเดอร์แลนด์ของฉัน!,https://www.readawrite.com/a/czvnpq,22,,,,,,0.0,0.0,1.25,1.0,1.25,1.2,1.0,1.0,1.0,1.0,1.2,1.2
452,6fts.UNDER,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,20,อสูรผู้ดูดกลืนความโศกเศร้ากับความทรงจำที่หายไป,58.0,จบ,1.0,https://cdn.readawrite.com/articles/1360/1359173/thumbnail/small.gif,13.0,,G R I E F รัตติกาลกลางหาว,https://www.readawrite.com/a/czvoii,966,,,,,,0.0,0.0,5.0,4.0,5.0,4.7,2.8,2.9,3.5,3.6,4.7,4.6
453,just j,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,2,Someday I'll be a human: Someone who was an Android ,3.0,จบ,1.0,https://cdn.readawrite.com/articles/1387/1386731/thumbnail/small.gif,1.0,"behumannct,NCT",Be Human,https://www.readawrite.com/a/czwc0v,96,,,,,,0.0,0.0,1.25,2.0,2.5,1.9,1.2,1.2,1.4,1.5,1.9,2.0
454,-♣ShadowRicher♣-,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,6,หญิงสาวที่ทุกคนคิดว่าเป็นเด็กสาวผู้มีสีขาวชอบหมกตัวอยู่ในห้อง ถูกจับพลัดจับพลูมาเป็น Virtual Idol ซะ,7.0,จบ,11.0,https://cdn.readawrite.com/articles/1395/1394553/thumbnail/small.gif,3.0,"Since of Life,สังคม,เกมเมอร์,vtuber,Future Technology,ปรัชญา,โลลิ",มีชีวิตอยู่อย่างสงบสุขอยู่แล้ว แล้วทำไมฉันต้องมาเป็น Virtual Streamer ด้วยล่ะคะ!,https://www.readawrite.com/a/czwied,539,,,,,,0.0,0.0,3.75,4.0,3.75,3.8,2.3,2.4,2.9,3.0,3.8,3.8
455,ดาราสีคราม,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,2,เรวิช เจ้าชายลำดับ 3 แห่งอาณาจักร ‘มูเรสซอง’ เจ้าชายผู้ล้มเหลวในการสืบทอดราชบัลลังค์แห่ง,10.0,จบ,17.0,https://cdn.readawrite.com/articles/1395/1394827/thumbnail/small.gif,2.0,"นิยายแฟนตาซี,ต่างโลก,เวทย์มนต์,สงคราม,สัตว์ประหลาด,ผจญภัย,ปีศาจ",การกลับมาของเจ้าชายอาถรรพ์จากต่างโลก,https://www.readawrite.com/a/czwim7,375,,,,,,0.0,0.0,2.5,3.0,3.75,3.1,1.8,2.0,2.3,2.4,3.1,3.1
456,Hshira Huoin,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,พระเอกมีชื่อว่าโมโนะ เขาได้เสียน้องสาวไปในสงตรามเมื่อ 2 ปีก่อน การเสียน้องสาวไปทำให้เขาสูญเสียจิตใจ ,0.0,จบ,2.0,https://cdn.readawrite.com/articles/1441/1440510/thumbnail/small.gif,1.0,,Isekai Dunguon Battle,https://www.readawrite.com/a/czxkwf,54,,,,,,0.0,0.0,1.25,1.0,1.25,1.2,1.0,1.0,1.0,1.0,1.2,1.2
457,ปากกาใหม่,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,อดีตที่อยากลืม สู่การเป็นคนธรรมดาในต่างโลก,1.0,จบ,9.0,https://cdn.readawrite.com/articles/1446/1445823/thumbnail/small.gif,0.0,"นิยายแฟนตาซี,เวทมนตร์,ผจญภัย,ต่างโลก,ปีศาจ,สงคราม",Ethixia โลกใหม่,https://www.readawrite.com/a/czxp98,184,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
458,ชัญญา,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,"""ถ้าพี่ได้ MVP ต่อไปนี้ขอให้เรียกพี่ว่า เดอะแบก""",3.0,จบ,1.0,https://cdn.readawrite.com/articles/1447/1446997/thumbnail/small.gif,0.0,"นิยายแฟนตาซี,ระบบ,ผจญภัย,โรงเรียน",Supporter is the best : เปิดตำรา ซัพพอร์ตเตอร์ในตำนาน,https://www.readawrite.com/a/czxq7r,85,,,,,,0.0,0.0,1.25,2.0,2.5,1.9,1.2,1.2,1.4,1.5,1.9,2.0
459,กินมาม่าทุกเดือน,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,"""ฟ้าไม่ได้ลิขิตให้เราได้รักกัน โชคชะตาไม่ได้ทำให้เรามาเจอกัน แต่ว่าฉันเลือกกที่จะเจอเธอ"" ",0.0,จบ,7.0,https://cdn.readawrite.com/articles/1421/1420014/thumbnail/small.gif,0.0,,ฟ้าไม่ได้ส่งเธอมา (Sky didn\'t send you here.),https://www.readawrite.com/a/czx46t,67,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
460,ดากดำ,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,ขอให้คนอ่านนสนุกกับการอ่านเรื่องของฉันนะคะฝากด้วยค่ะ,0.0,จบ,1.0,https://cdn.readawrite.com/articles/1425/1424565/thumbnail/small.gif,1.0,,ซากุระปีนี้,https://www.readawrite.com/a/czx7vu,25,,,,,,0.0,0.0,1.25,1.0,1.25,1.2,1.0,1.0,1.0,1.0,1.2,1.2
461,ติ่งเเฮรี่จะเข้าใจ,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,มักเกิ้ลในโลกเวทย์มนตร์: นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0.0,จบ,0.0,https://cdn.readawrite.com/articles/1427/1426382/thumbnail/small.gif,0.0,,มักเกิ้ลในโลกเวทย์มนตร์,https://www.readawrite.com/a/czx9dr,22,,,,,,0.0,0.0,1.25,1.0,1.25,1.2,1.0,1.0,1.0,1.0,1.2,1.2
462,Yuta,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,"1,106",มีเพียงผมที่รู้จุดจบของโลกใบนี้ ,3510.0,จบ,8.0,https://cdn.readawrite.com/articles/1427/1426387/thumbnail/small.gif,817.0,"นิยายแฟนตาซี,ดราม่า,Omniscient Reader,นิยายแปล",Omniscient Reader ***หยุดแปล***มี LC แล้วค้าบ***,https://www.readawrite.com/a/czx9dw,58750,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
463,ชีวิตของหอย,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,จะว่าโชคดีหรือโชคร้ายกันดี ชีวิตธรรมดาๆ ของจิน เด็กสาววัยรุ่นที่เดินอยู่ดีๆก็ดวงซวย โดนเหล็กที่อยู่ใ,3.0,จบ,1.0,https://cdn.readawrite.com/articles/1496/1495861/thumbnail/small.gif,1.0,"โอโตเมะเกม,นิยายรักแฟนตาซี",black paper moon,https://www.readawrite.com/a/czyv3v,47,,,,,,0.0,0.0,1.25,1.0,2.5,1.6,1.0,1.0,1.2,1.2,1.6,1.6
464,dirtypartyy ,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,3,more than 1k00 light-year far from you,20.0,จบ,2.0,https://cdn.readawrite.com/articles/1500/1499975/thumbnail/small.gif,1.0,"minno,มินโน่",when I have got butterfly but I can\'t,https://www.readawrite.com/a/czyygf,341,,,,,,0.0,0.0,1.25,3.0,3.75,2.7,1.6,1.8,2.0,2.2,2.7,2.8
465,Baroness Nina,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,14.0,ปีศาจได้ทำการยกทัพบุกโลกด้วยพลังแห่งความมืดและพลังงานด้านลบทำให้ไม่มีอาวุธใดทำร้ายพวกมันได้จนการมาถึ,98.0,จบ,163.0,https://cdn.readawrite.com/articles/82/81284/thumbnail/small.gif,11.0,"นิยายแฟนตาซี,โรงเรียน,ปีศาจ,เวทย์มนต์",โรงเรียนสาวน้อยเวทมนตร์ Mahou Shoujo School,https://www.readawrite.com/a/cz1vce,42463,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
466,ฺBowi_2547,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,18.0,แวมไพร์งั้นเหรอ? ผีดูดเลือดงั้นเหรอ? ใครจะไปเชื่อว่ามันมีอยู่จริงมันก็แค่ตำนานหลอกเด็กเท่านั้นแหละ,81.0,จบ,3.0,https://cdn.readawrite.com/articles/86/85271/thumbnail/small.gif,9.0,เว็บตูน,เมื่อชะตาพาให้เรามาเจอกัน,https://www.readawrite.com/a/cz1ylb,2996,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
467,Whannwang,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,3,ค่ำคืนอันแสนโกลาหล...การเข่นฆ่า เลือด และผู้บุกรุก ก่อให้เกิดปมปริศนาที่นำมาซึ่งความแตกแยกในหมู่พวกเ,15.0,จบ,5.0,https://cdn.readawrite.com/articles/110/109805/thumbnail/small.gif,3.0,"นิยายแฟนตาซี,ปีศาจ,ผจญภัย",[E-BOOK] Lucifer Family,https://www.readawrite.com/a/cz2jma,973,,,,,,0.0,0.0,3.75,4.0,3.75,3.8,2.3,2.4,2.9,3.0,3.8,3.8
468,พระอาทิตย์สีแดง,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,395,เรื่องราวของสามเพื่อนซี้ คีย์บอร์ด ชาบู และอิฐ ที่ชีวิตได้พบเจอกับเรื่องเหนือธรรมชาติจนพวกเขาต้องหาท,389.0,จบ,135.0,https://cdn.readawrite.com/articles/120/119331/thumbnail/small.gif,72.0,"DarkFantasy,มิตรภาพ,ยมทูต,ผี,พ่อมด,ปีศาจ",What Am I ? : ผมเป็นอะไร ? [จบ],https://www.readawrite.com/a/cz2reg,68957,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
469,K-Rey-Tee,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,ยืนแทะอกไก่เพื่อสุขภาพอยู่ที่ป้ายรถเมล์อยู่ดีๆ รู้ตัวอีกทีหลุดมาอีกมิติ ชีวิตMeช่างบัดซบ! อย่ากระนั้,6.0,จบ,2.0,https://cdn.readawrite.com/articles/88/87020/thumbnail/small.gif,0.0,"หลงมิติ,แฟนตาซี,วาย,เพี้ยน,วิชาการ,เสียดสี,parody,นิยายแฟนตาซี,ย้อนยุค,สัตว์ประหลาด,ระเบิดภูเขาเผากระท่อม,ชิพ,เรือ,ตลก",คู่มือการหลงมิติ (ฉบับวิชาเกิน),https://www.readawrite.com/a/cz211a,529,,,,,,0.0,0.0,1.25,4.0,2.5,2.6,1.6,1.7,1.9,2.1,2.6,2.7
470,sllai,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,เมื่อไลควานลินเกิดตกหลุมรักจีฮุนทำให้เกิดพลัง,1.0,จบ,0.0,https://cdn.readawrite.com/articles/93/92112/thumbnail/small.gif,1.0,"ปีศาจ,ย้อนยุค,สัตว์ประหลาด,นิยายแฟนตาซี,ต่างโลก,นิยายโรแมนติก,อนาคต,เวทย์มนต์,เอเลี่ยน,ลึกลับ",พลังนี้มีให้นาย,https://www.readawrite.com/a/cz256r,270,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
471,ทมิฬลี่,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,"""ความลับหน่ะ.....มันจะถูกปิดไปตลอด...ก็ต่อเมื่อพวกนาย...ตายไปล่ะมั้ง"" ""แต่ความลับถ้าแค่ไม่บอกให้ใครร",4.0,จบ,0.0,https://cdn.readawrite.com/articles/153/152870/thumbnail/small.gif,0.0,"นิยายแฟนตาซี,เวทย์มนต์,ลึกลับ",Mystery in the dark,https://www.readawrite.com/a/cz3jrp,416,,,,,,0.0,0.0,1.25,4.0,2.5,2.6,1.6,1.7,1.9,2.1,2.6,2.7
472,Ghosts,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,สิ่งที่อยู่ด้านหลังของชาวเมืองเหล่านั้นคือบุรุษผู้สวมชุดดำมีดวงตาสีแดงในมือถือเคียวสีดำที่ชะโรมไปด้ว,6.0,จบ,2.0,https://cdn.readawrite.com/articles/162/161693/thumbnail/small.gif,1.0,"ปีศาจ,นิยายแฟนตาซี",Ripper คำสาปยมทูต,https://www.readawrite.com/a/cz3qys,544,,,,,,0.0,0.0,1.25,4.0,2.5,2.6,1.6,1.7,1.9,2.1,2.6,2.7
473,ผู้พิทักษ์ดวงจันทร์,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,2,เด็กหญิงทั้งเจ็ดปรากดขึ้น ที่ถูกเลือกให้เป็นคนรักของ โอปป้าเกาหลีทั้งเจ็ด,10.0,จบ,0.0,https://cdn.readawrite.com/articles/162/161665/thumbnail/small.gif,2.0,"นิยายแฟนตาซี,เวทย์มนต์",เด็กสาวปริศนาทั้ง7,https://www.readawrite.com/a/cz3qy0,273,,,,,,0.0,0.0,2.5,3.0,3.75,3.1,1.8,2.0,2.3,2.4,3.1,3.1
474,Diamos,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,24,"ในโลกปี ค.ศ 4,516 ประชากรโลกได้ลดจำนวนลงไป 90%เพราะเชื้อปรสิตพืชที่ถูกนำมาจากต่างดาว โลกได้ถูกจัดให้",32.0,จบ,138.0,https://cdn.readawrite.com/articles/138/137096/thumbnail/small.gif,7.0,"dark,วิทยาศาสตร์,นิยายแฟนตาซี,อนาคต",DSU board,https://www.readawrite.com/a/cz36w1,29280,,,,,,0.0,0.0,3.75,5.0,3.75,4.2,2.5,2.7,3.1,3.3,4.2,4.2
475,sannue,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,10,เด็กสาวที่ปรารถนาที่จะตาย ได้ถูกส่งมายังโลกที่เต็มไปด้วยเวทมนต์และเหล่าผู้คนที่เป็นมังกร เพื่อเรียนร,19.0,จบ,2.0,https://cdn.readawrite.com/articles/187/186418/thumbnail/small.gif,7.0,"นิยายแฟนตาซี,ต่างโลก,โรงเรียน,ลึกลับ,ผจญภัย,เวทย์มนต์",ชุลมุนป่วนภพมังกร [AM School],https://www.readawrite.com/a/cz4c68,774,,,,,,0.0,0.0,3.75,4.0,3.75,3.8,2.3,2.4,2.9,3.0,3.8,3.8
476,KTH,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,20,เธอตามล่า เขาตามหา สิ่งผิดพลาดและความลับในอดีต บรรจบกันที่กลางหัวใจ,13.0,จบ,41.0,https://cdn.readawrite.com/articles/206/205741/thumbnail/small.gif,6.0,"นิยายแฟนตาซี,ปีศาจ,ลึกลับ,สัตว์ประหลาด",รหัสลับรัตติกาล,https://www.readawrite.com/a/cz4rxb,5449,,,,,,0.0,0.0,3.75,5.0,3.75,4.2,2.5,2.7,3.1,3.3,4.2,4.2
477,SlayerD,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,22,ลัคซัส ชายวัยกลางคนเพราะได้รับความคับแค้นใจจากภรรยาทำให้เขาเข้าสู่ด้านมืด เมื่อเขาตายเขาก็มาสิงร่างข,87.0,จบ,12.0,https://cdn.readawrite.com/articles/180/179103/thumbnail/small.gif,11.0,"ต่างโลก,นิยายแฟนตาซี,ปีศาจ,ผจญภัย,เวทย์มนต์,กำลังภายใน,18+,20+,ฮาเร็ม,พระเอกเทพ",มหาวายร้ายป่วนพิภพ NC,https://www.readawrite.com/a/cz4678,16970,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
478,NVThaiRS2018-ฟอร์สชิน,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,61,ได้รับชีวิตที่สองมาเกิดใหม่ก็ดีอยู่หรอก แต่ดันได้มาเป็นร่างสาวน้อยโลลินี่สิ? โลลินักฆ่าเหรอ? แบบนี้ก,147.0,จบ,32.0,https://cdn.readawrite.com/articles/184/183271/thumbnail/small.gif,21.0,"นิยายแฟนตาซี,ต่างโลก,เวทย์มนต์,โรงเรียน,ผจญภัย,ปีศาจ,ลึกลับ,สัตว์ประหลาด",Re:Loli Alchemist Class โลลินักแปรธาตุ,https://www.readawrite.com/a/cz49lb,12232,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
479,สายลมหวน,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,เรื่องราวความรักที่เริ่มต้น ความจริงที่เปิดเผย และความรับผิดชอบนับพันปีที่ต้องชดเชยเขา และ เธอ จะเลื,0.0,จบ,3.0,https://cdn.readawrite.com/articles/239/238796/thumbnail/small.gif,0.0,"นิยายแฟนตาซี,สงคราม,เวทมนตร์,โรงเรียน",อาณาจักร Blood ภาค 1 ก้าวแรกของฤดูกาล,https://www.readawrite.com/a/cz5jwq,138,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
480,L.A Myhope,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,2,ฉันตื่นขึ้นมาในห้องสีขาว แสนสะอาด..... ฉันจำเรื่องของตัวเองไม่ได้เลย..... สิ่งนึงที่นึกก็แค่ชื่อ...ข,3.0,จบ,3.0,https://cdn.readawrite.com/articles/255/254723/thumbnail/small.gif,1.0,"เอเลี่ยน,สงคราม,สัตว์ประหลาด,นิยายแฟนตาซี",บันทึกของฉันกับหน่วยทรชนล่าล้างจักรวาล,https://www.readawrite.com/a/cz5wws,416,,,,,,0.0,0.0,1.25,4.0,2.5,2.6,1.6,1.7,1.9,2.1,2.6,2.7
481,เเมวดำ,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,0,ในโลกเเงเเฟนตาซีเเห่งหนึ่งผู้กล้าที่ถูกขนานนามว่า​ นักบวช​เเห่งเเสงประกาศิตผู้เอาชนะพลังเเห่งการสูญส,0.0,จบ,0.0,https://cdn.readawrite.com/articles/225/224719/thumbnail/small.gif,0.0,"นิยายแฟนตาซี,ปีศาจ,สงคราม,เวทมนตร์,ผจญภัย,ต่างโลก",นักบวชประกาศิตเเห่งเเสง,https://www.readawrite.com/a/cz58fj,240,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
482,แคเพื่อน,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,5,มะปรางที่เกียดเพื่อนจึงจะส่งชื่อเพื่องเข้าWith Huntแอปแต่รามิลมาห้ามได้ทันแต่เจ้ากรรมน้ำที่รามิลถือด,36.0,จบ,15.0,https://cdn.readawrite.com/articles/226/225697/thumbnail/small.gif,4.0,"PunicaFicUniverse พูนิก้า,ตลก,ลึกลับ",คำสาปสลับร่าง ตะโขนสัลบร่างกับรามิล,https://www.readawrite.com/a/cz598h,2575,,,,,,0.0,0.0,3.75,5.0,5.0,4.6,2.8,2.9,3.4,3.7,4.6,4.6
483,Toielet,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,เมื่อเด็กที่นี่...พิเศษกว่าที่อื่น....,2.0,จบ,2.0,https://cdn.readawrite.com/articles/271/270158/thumbnail/small.gif,1.0,#แฟนตาซี #ระทึกขวัญ,Perfection,https://www.readawrite.com/a/cz6ais,126,,,,,,0.0,0.0,1.25,2.0,1.25,1.5,1.0,1.0,1.1,1.2,1.5,1.5
484,มณิกา,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,1,รวมเรื่องสั้นฟุ้งฝัน ความรัก/ ความผูกพัน/ น้องหมา/ ความทรงจำ/ ผี/ ไซ-ไฟ/ ผีย้อนยุค,1.0,จบ,9.0,https://cdn.readawrite.com/articles/275/274686/thumbnail/small.gif,1.0,"ความรัก,ความผูกพัน,ผี,ไซไฟ,โลกอนาคต",สุดขอบฝัน,https://www.readawrite.com/a/cz6e86,359,,,,,,0.0,0.0,1.25,3.0,1.25,1.8,1.1,1.2,1.4,1.5,1.8,1.9
485,azaleakim,นิยายแฟนตาซี/Sci-Fi/ไลท์โนเวล,61,"เมื่อลืมตาตื่นก็พบว่าอยู่ในร่างแสนน่าสงสารของ มี่ ซูลี่ นางร้ายที่โดนถอนหมั้นจนตรอมใจตาย ""พวกเขากล้า",140.0,จบ,24.0,https://cdn.readawrite.com/articles/283/282585/thumbnail/small.gif,29.0,,[เปิดPRE-ORDER] 淑力 ซูลี่ [ฮาเร็ม],https://www.readawrite.com/a/cz6knu,9289,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.2,3.8,3.9,5.0,5.0
